product_name,selling_price_inr,mrp_inr,discount_as_listed,discount_calculated,star_rating,specs,category,platform,source_url,scraped_at
"GameSir Astro Over-Ear Wireless Bluetooth Headphones | ...4.1(13)₹797₹2,99973% offOnly few leftAdd to Compare",797,2999,73,73.42,4.1,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
CLOKIFY Wireless Bluetooth Over-Ear Headphones with Dee...₹285₹99971% offOnly 2 leftAdd to Compare,285,999,71,71.47,4,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
"Hammer Bash Max Wireless Over the ear Deep Bass 18hr Pl...3.8(43)₹2,199₹8,24573% offOnly few leftAdd to Compare",2199,8245,73,73.33,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=3,2026-04-22 16:13:58
"Techpunch COMFORTABLE EAR PADS WIRELESS HEADPHONE WITH ...3.5(15,385)₹297₹99970% offOnly few leftAdd to Compare",297,999,70,70.27,3.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
"house of common Adaptive EQ & Noise-Canceling Headphone...₹426₹4,19989% offOnly few leftAdd to Compare",426,4199,89,89.85,4,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
Frontech Earphone Deep Bass HD Audio | 3.5mm | For Call...3.9(44)₹239₹40040% offBank OfferAdd to Compare,239,400,40,40.25,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
"ZEBRONICS Zeb-Jet Premium Headphone,LED Headband,Suspen...3.9(7,406)₹1,351₹1,69920% offOnly few leftAdd to Compare",1351,1699,20,20.48,3.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
"TWS Wireless Stereo Bluetooth Headphones, Foldable, Ult...4.6(5)₹412₹4,19990% offOnly few leftAdd to Compare",412,4199,90,90.19,4.6,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
"Skullcandy Cassette 40mm drivers 22Hrs Playtime+Rapid C...4.2(42,268)₹2,999₹3,99925% offOnly few leftAdd to Compare",2999,3999,25,25.01,4.2,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=4,2026-04-22 16:14:13
"house of common Travel Fold Bluetooth Deep Bass Dynamic...3.8(132)₹430₹4,19989% offOnly few leftAdd to Compare",430,4199,89,89.76,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-22 16:14:25
"Beats Solo3 Wireless Headphones with Mic Bluetooth4.5(47)₹17,900₹19,90010% offOnly 1 leftAdd to Compare",17900,19900,10,10.05,4.5,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-22 16:14:25
"audio-technica Ath-M30X Wired On Ear Headphones Without...4.9(11)₹6,999₹13,33447% offHot DealAdd to Compare",6999,13334,47,47.51,4.9,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-22 16:14:25
"Coming SoonboAt Immortal IM1300 Bluetooth Gaming3.7(2,370)₹3,499₹9,99064% offAdd to Compare",3499,9990,64,64.97,3.7,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-22 16:14:25
"house of common Bluetooth On-Ear Headphones with HD Sou...3.8(153)₹451₹4,19989% offOnly few leftAdd to Compare",451,4199,89,89.26,3.8,,headphones,Flipkart,https://www.flipkart.com/search?q=headphones&page=5,2026-04-22 16:14:25
